Date,GOOGL
4/11/2018 16:00:00,51.25
4/12/2018 16:00:00,51.86
4/13/2018 16:00:00,51.8
4/16/2018 16:00:00,52.31
4/17/2018 16:00:00,53.97
4/18/2018 16:00:00,53.77
4/19/2018 16:00:00,54.47
4/20/2018 16:00:00,53.87
4/23/2018 16:00:00,53.69
4/24/2018 16:00:00,51.13
4/25/2018 16:00:00,51.15
4/26/2018 16:00:00,52.17
4/27/2018 16:00:00,51.57
4/30/2018 16:00:00,50.93
5/1/2018 16:00:00,52.04
5/2/2018 16:00:00,51.3
5/3/2018 16:00:00,51.32
5/4/2018 16:00:00,52.55
5/7/2018 16:00:00,52.97
5/8/2018 16:00:00,52.93
5/9/2018 16:00:00,54.45
5/10/2018 16:00:00,55.27
5/11/2018 16:00:00,55.17
5/14/2018 16:00:00,55.33
5/15/2018 16:00:00,54.24
5/16/2018 16:00:00,54.2
5/17/2018 16:00:00,54.06
5/18/2018 16:00:00,53.48
5/21/2018 16:00:00,54.2
5/22/2018 16:00:00,53.77
5/23/2018 16:00:00,54.3
5/24/2018 16:00:00,54.27
5/25/2018 16:00:00,54.2
5/29/2018 16:00:00,53.4
5/30/2018 16:00:00,53.87
5/31/2018 16:00:00,55
6/1/2018 16:00:00,56.75
6/4/2018 16:00:00,57.65
6/5/2018 16:00:00,57.55
6/6/2018 16:00:00,57.35
6/7/2018 16:00:00,56.72
6/8/2018 16:00:00,56.64
6/11/2018 16:00:00,57.05
6/12/2018 16:00:00,57.41
6/13/2018 16:00:00,57.21
6/14/2018 16:00:00,58.01
6/15/2018 16:00:00,57.96
6/18/2018 16:00:00,59.18
6/19/2018 16:00:00,58.93
6/20/2018 16:00:00,59.2
6/21/2018 16:00:00,58.47
6/22/2018 16:00:00,58.46
6/25/2018 16:00:00,56.96
6/26/2018 16:00:00,56.63
6/27/2018 16:00:00,55.85
6/28/2018 16:00:00,56.34
6/29/2018 16:00:00,56.46
7/2/2018 16:00:00,57.11
7/3/2018 13:00:00,55.81
7/5/2018 16:00:00,57.06
7/6/2018 16:00:00,57.75
7/9/2018 16:00:00,58.36
7/10/2018 16:00:00,58.36
7/11/2018 16:00:00,58.57
7/12/2018 16:00:00,60.06
7/13/2018 16:00:00,60.22
7/16/2018 16:00:00,59.83
7/17/2018 16:00:00,60.65
7/18/2018 16:00:00,60.65
7/19/2018 16:00:00,59.96
7/20/2018 16:00:00,59.89
7/23/2018 16:00:00,60.55
7/24/2018 16:00:00,62.91
7/25/2018 16:00:00,63.8
7/26/2018 16:00:00,64.28
7/27/2018 16:00:00,62.64
7/30/2018 16:00:00,61.5
7/31/2018 16:00:00,61.36
8/1/2018 16:00:00,61.65
8/2/2018 16:00:00,62.06
8/3/2018 16:00:00,61.91
8/6/2018 16:00:00,61.88
8/7/2018 16:00:00,62.79
8/8/2018 16:00:00,63.07
8/9/2018 16:00:00,63.22
8/10/2018 16:00:00,62.63
8/13/2018 16:00:00,62.43
8/14/2018 16:00:00,62.91
8/15/2018 16:00:00,61.61
8/16/2018 16:00:00,61.2
8/17/2018 16:00:00,60.79
8/20/2018 16:00:00,61.1
8/21/2018 16:00:00,60.87
8/22/2018 16:00:00,61.09
8/23/2018 16:00:00,61.06
8/24/2018 16:00:00,61.84
8/27/2018 16:00:00,62.81
8/28/2018 16:00:00,62.29
8/29/2018 16:00:00,63.23
8/30/2018 16:00:00,62.72
8/31/2018 16:00:00,61.59
9/4/2018 16:00:00,60.57
9/5/2018 16:00:00,59.96
9/6/2018 16:00:00,59.2
9/7/2018 16:00:00,58.88
9/10/2018 16:00:00,58.75
9/11/2018 16:00:00,59.5
9/12/2018 16:00:00,58.58
9/13/2018 16:00:00,59.11
9/14/2018 16:00:00,58.9
9/17/2018 16:00:00,57.99
9/18/2018 16:00:00,58.36
9/19/2018 16:00:00,58.71
9/20/2018 16:00:00,59.58
9/21/2018 16:00:00,58.61
9/24/2018 16:00:00,58.98
9/25/2018 16:00:00,59.69
9/26/2018 16:00:00,59.7
9/27/2018 16:00:00,60.37
9/28/2018 16:00:00,60.35
10/1/2018 16:00:00,60.43
10/2/2018 16:00:00,60.38
10/3/2018 16:00:00,60.58
10/4/2018 16:00:00,58.85
10/5/2018 16:00:00,58.39
10/8/2018 16:00:00,57.8
10/9/2018 16:00:00,57.26
10/10/2018 16:00:00,54.61
10/11/2018 16:00:00,54.54
10/12/2018 16:00:00,56.03
10/15/2018 16:00:00,55.12
10/16/2018 16:00:00,56.65
10/17/2018 16:00:00,56.38
10/18/2018 16:00:00,54.9
10/19/2018 16:00:00,55.26
10/22/2018 16:00:00,55.57
10/23/2018 16:00:00,55.75
10/24/2018 16:00:00,52.86
10/25/2018 16:00:00,55.18
10/26/2018 16:00:00,54.19
10/29/2018 16:00:00,51.74
10/30/2018 16:00:00,52.48
10/31/2018 16:00:00,54.53
11/1/2018 16:00:00,54.3
11/2/2018 16:00:00,53.57
11/5/2018 16:00:00,52.79
11/6/2018 16:00:00,53.48
11/7/2018 16:00:00,55.41
11/8/2018 16:00:00,54.73
11/9/2018 16:00:00,53.85
11/12/2018 16:00:00,52.47
11/13/2018 16:00:00,52.4
11/14/2018 16:00:00,52.73
11/15/2018 16:00:00,53.55
11/16/2018 16:00:00,53.41
11/19/2018 16:00:00,51.37
11/20/2018 16:00:00,51.52
11/21/2018 16:00:00,52.17
11/23/2018 13:00:00,51.51
11/26/2018 16:00:00,52.8
11/27/2018 16:00:00,52.61
11/28/2018 16:00:00,54.59
11/29/2018 16:00:00,54.73
11/30/2018 16:00:00,55.48
12/3/2018 16:00:00,55.82
12/4/2018 16:00:00,53.12
12/6/2018 16:00:00,53.9
12/7/2018 16:00:00,52.33
12/10/2018 16:00:00,52.66
12/11/2018 16:00:00,53.08
12/12/2018 16:00:00,53.69
12/13/2018 16:00:00,53.68
12/14/2018 16:00:00,52.59
12/17/2018 16:00:00,51.28
12/18/2018 16:00:00,52.17
12/19/2018 16:00:00,51.77
12/20/2018 16:00:00,51.18
12/21/2018 16:00:00,49.56
12/24/2018 13:00:00,49.23
12/26/2018 16:00:00,52.39
12/27/2018 16:00:00,52.65
12/28/2018 16:00:00,52.33
12/31/2018 16:00:00,52.25
1/2/2019 16:00:00,52.73
1/3/2019 16:00:00,51.27
1/4/2019 16:00:00,53.9
1/7/2019 16:00:00,53.8
1/8/2019 16:00:00,54.27
1/9/2019 16:00:00,54.08
1/10/2019 16:00:00,53.94
1/11/2019 16:00:00,53.22
1/14/2019 16:00:00,52.58
1/15/2019 16:00:00,54.33
1/16/2019 16:00:00,54.48
1/17/2019 16:00:00,54.96
1/18/2019 16:00:00,55.37
1/22/2019 16:00:00,53.93
1/23/2019 16:00:00,54.22
1/24/2019 16:00:00,54.2
1/25/2019 16:00:00,55.08
1/28/2019 16:00:00,53.99
1/29/2019 16:00:00,53.5
1/30/2019 16:00:00,54.9
1/31/2019 16:00:00,56.29
2/1/2019 16:00:00,55.93
2/4/2019 16:00:00,57.07
2/5/2019 16:00:00,57.59
2/6/2019 16:00:00,56.14
2/7/2019 16:00:00,55.3
2/8/2019 16:00:00,55.12
2/11/2019 16:00:00,55.11
2/12/2019 16:00:00,56.38
2/13/2019 16:00:00,56.43
2/14/2019 16:00:00,56.46
2/15/2019 16:00:00,55.98
2/19/2019 16:00:00,56.33
2/20/2019 16:00:00,56.03
2/21/2019 16:00:00,55.21
2/22/2019 16:00:00,55.83
2/25/2019 16:00:00,55.87
2/26/2019 16:00:00,56.1
2/27/2019 16:00:00,56.14
2/28/2019 16:00:00,56.33
3/1/2019 16:00:00,57.43
3/4/2019 16:00:00,57.67
3/5/2019 16:00:00,58.46
3/6/2019 16:00:00,58.25
3/7/2019 16:00:00,57.54
3/8/2019 16:00:00,57.5
3/11/2019 16:00:00,58.96
3/12/2019 16:00:00,59.86
3/13/2019 16:00:00,59.95
3/14/2019 16:00:00,59.63
3/15/2019 16:00:00,59.52
3/18/2019 16:00:00,59.43
3/19/2019 16:00:00,60.12
3/20/2019 16:00:00,61.32
3/21/2019 16:00:00,61.81
3/22/2019 16:00:00,60.38
3/25/2019 16:00:00,59.87
3/26/2019 16:00:00,59.49
3/27/2019 16:00:00,58.9
3/28/2019 16:00:00,58.61
3/29/2019 16:00:00,58.84
4/1/2019 16:00:00,59.95
4/2/2019 16:00:00,60.28
4/3/2019 16:00:00,60.54
4/4/2019 16:00:00,60.97
4/5/2019 16:00:00,60.57
4/8/2019 16:00:00,60.41
4/9/2019 16:00:00,60.13
4/10/2019 16:00:00,60.32
4/11/2019 16:00:00,60.48
4/12/2019 16:00:00,61.14
4/15/2019 16:00:00,61.33
4/16/2019 16:00:00,61.6
4/17/2019 16:00:00,62.01
4/18/2019 16:00:00,62.07
4/22/2019 16:00:00,62.69
4/23/2019 16:00:00,63.53
4/24/2019 16:00:00,63
4/25/2019 16:00:00,63.37
4/26/2019 16:00:00,63.87
4/29/2019 16:00:00,64.81
4/30/2019 16:00:00,59.95
5/1/2019 16:00:00,58.67
5/2/2019 16:00:00,58.33
5/3/2019 16:00:00,59.48
5/6/2019 16:00:00,59.67
5/7/2019 16:00:00,58.94
5/8/2019 16:00:00,58.54
5/9/2019 16:00:00,58.4
5/10/2019 16:00:00,58.38
5/13/2019 16:00:00,56.83
5/14/2019 16:00:00,56.24
5/15/2019 16:00:00,58.54
5/16/2019 16:00:00,59.23
5/17/2019 16:00:00,58.44
5/20/2019 16:00:00,57.23
5/21/2019 16:00:00,57.72
5/22/2019 16:00:00,57.79
5/23/2019 16:00:00,57.27
5/24/2019 16:00:00,56.93
5/28/2019 16:00:00,56.98
5/29/2019 16:00:00,56
5/30/2019 16:00:00,56.07
5/31/2019 16:00:00,55.33
6/3/2019 16:00:00,51.94
6/4/2019 16:00:00,52.72
6/5/2019 16:00:00,52.23
6/6/2019 16:00:00,52.39
6/7/2019 16:00:00,53.42
6/10/2019 16:00:00,54.14
6/11/2019 16:00:00,54.05
6/12/2019 16:00:00,53.96
6/13/2019 16:00:00,54.55
6/14/2019 16:00:00,54.32
6/17/2019 16:00:00,54.69
6/18/2019 16:00:00,55.26
6/19/2019 16:00:00,55.23
6/20/2019 16:00:00,55.66
6/21/2019 16:00:00,56.27
6/24/2019 16:00:00,55.84
6/25/2019 16:00:00,54.38
6/26/2019 16:00:00,54.02
6/27/2019 16:00:00,53.83
6/28/2019 16:00:00,54.14
7/1/2019 16:00:00,55
7/2/2019 16:00:00,55.63
7/3/2019 13:00:00,56.15
7/5/2019 16:00:00,56.63
7/8/2019 16:00:00,55.84
7/9/2019 16:00:00,56.21
7/10/2019 16:00:00,57.05
7/11/2019 16:00:00,57.2
7/12/2019 16:00:00,57.27
7/15/2019 16:00:00,57.53
7/16/2019 16:00:00,57.67
7/17/2019 16:00:00,57.34
7/18/2019 16:00:00,57.36
7/19/2019 16:00:00,56.58
7/22/2019 16:00:00,56.96
7/23/2019 16:00:00,57.4
7/24/2019 16:00:00,56.99
7/25/2019 16:00:00,56.8
7/26/2019 16:00:00,62.26
7/29/2019 16:00:00,62.09
7/30/2019 16:00:00,61.4
7/31/2019 16:00:00,60.91
8/1/2019 16:00:00,60.59
8/2/2019 16:00:00,59.82
8/5/2019 16:00:00,57.74
8/6/2019 16:00:00,58.55
8/7/2019 16:00:00,58.8
8/8/2019 16:00:00,60.31
8/9/2019 16:00:00,59.45
8/12/2019 16:00:00,58.73
8/13/2019 16:00:00,59.84
8/14/2019 16:00:00,58.21
8/15/2019 16:00:00,58.47
8/16/2019 16:00:00,58.96
8/19/2019 16:00:00,60.02
8/20/2019 16:00:00,59.18
8/21/2019 16:00:00,59.58
8/22/2019 16:00:00,59.58
8/23/2019 16:00:00,57.68
8/26/2019 16:00:00,58.56
8/27/2019 16:00:00,58.54
8/28/2019 16:00:00,58.69
8/29/2019 16:00:00,59.71
8/30/2019 16:00:00,59.53
9/3/2019 16:00:00,58.48
9/4/2019 16:00:00,59.11
9/5/2019 16:00:00,60.61
9/6/2019 16:00:00,60.32
9/9/2019 16:00:00,60.26
9/10/2019 16:00:00,60.29
9/11/2019 16:00:00,61
9/12/2019 16:00:00,61.75
9/13/2019 16:00:00,62
9/16/2019 16:00:00,61.58
9/17/2019 16:00:00,61.49
9/18/2019 16:00:00,61.63
9/19/2019 16:00:00,61.94
9/20/2019 16:00:00,61.49
9/23/2019 16:00:00,61.73
9/24/2019 16:00:00,60.92
9/25/2019 16:00:00,62.3
9/26/2019 16:00:00,62.11
9/27/2019 16:00:00,61.3
9/30/2019 16:00:00,61.06
10/1/2019 16:00:00,60.3
10/2/2019 16:00:00,58.9
10/3/2019 16:00:00,59.47
10/4/2019 16:00:00,60.55
10/7/2019 16:00:00,60.41
10/8/2019 16:00:00,59.51
10/9/2019 16:00:00,60.12
10/10/2019 16:00:00,60.47
10/11/2019 16:00:00,60.79
10/14/2019 16:00:00,60.89
10/15/2019 16:00:00,62.11
10/16/2019 16:00:00,62.15
10/17/2019 16:00:00,62.64
10/18/2019 16:00:00,62.22
10/21/2019 16:00:00,62.21
10/22/2019 16:00:00,62.06
10/23/2019 16:00:00,62.88
10/24/2019 16:00:00,62.96
10/25/2019 16:00:00,63.22
10/28/2019 16:00:00,64.45
10/29/2019 16:00:00,63.03
10/30/2019 16:00:00,63.04
10/31/2019 16:00:00,62.94
11/1/2019 16:00:00,63.61
11/4/2019 16:00:00,64.48
11/5/2019 16:00:00,64.57
11/6/2019 16:00:00,64.55
11/7/2019 16:00:00,65.35
11/8/2019 16:00:00,65.45
11/11/2019 16:00:00,64.91
11/12/2019 16:00:00,64.86
11/13/2019 16:00:00,64.81
11/14/2019 16:00:00,65.46
11/15/2019 16:00:00,66.68
11/18/2019 16:00:00,65.99
11/19/2019 16:00:00,65.63
11/20/2019 16:00:00,65.09
11/21/2019 16:00:00,65.01
11/22/2019 16:00:00,64.68
11/25/2019 16:00:00,65.28
11/26/2019 16:00:00,65.65
11/27/2019 16:00:00,65.61
11/29/2019 13:00:00,65.2
12/2/2019 16:00:00,64.44
12/3/2019 16:00:00,64.74
12/4/2019 16:00:00,65.95
12/5/2019 16:00:00,66.35
12/6/2019 16:00:00,66.97
12/9/2019 16:00:00,67.15
12/10/2019 16:00:00,67.14
12/11/2019 16:00:00,67.21
12/12/2019 16:00:00,67.42
12/13/2019 16:00:00,67.34
12/16/2019 16:00:00,68.04
12/17/2019 16:00:00,67.74
12/18/2019 16:00:00,67.6
12/19/2019 16:00:00,67.82
12/20/2019 16:00:00,67.56
12/23/2019 16:00:00,67.53
12/24/2019 13:00:00,67.22
12/26/2019 16:00:00,68.12
12/27/2019 16:00:00,67.73
12/30/2019 16:00:00,66.99
